Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Establishment_Age
FDX25,12.33193820224719,Low Fat,0.101561568,Canned,181.9292,1985,Medium,Tier 3,Supermarket Type3,3101.2964,39
NCX42,13.375206117021275,Low Fat,0.005949644,Household,165.6526,1985,Medium,Tier 3,Supermarket Type3,4769.1254,39
FDG33,12.696599999999998,Regular,0.13956116,Seafood,170.4764,1985,Medium,Tier 3,Supermarket Type3,3435.528,39
FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,2002,Small,Tier 2,Supermarket Type1,1133.8574,22
FDF14,7.55,Low Fat,0.027164679,Canned,152.334,2004,Small,Tier 2,Supermarket Type1,2603.278,20
NCD06,13.0,Low Fat,0.099325278,Household,45.406,1997,Small,Tier 1,Supermarket Type1,605.878,27
DRM47,11.409116022099449,Low Fat,0.04357366,Hard Drinks,192.8846,1985,Medium,Tier 3,Supermarket Type3,2293.0152,39
FDS46,12.999704684317718,Regular,0.082741482,Snack Foods,118.7782,1985,Small,Tier 1,Grocery Store,119.1782,39
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,1987,High,Tier 3,Supermarket Type1,1929.4884,37
FDX21,12.999704684317718,Low Fat,0.084554569,Snack Foods,109.8912,1985,Medium,Tier 3,Supermarket Type3,2074.6328,39
NCU05,13.175058548009366,Low Fat,0.058451805,Health and Hygiene,79.9618,1985,Medium,Tier 3,Supermarket Type3,241.6854,39
NCR38,17.25,Low Fat,0.113748685,Household,251.3724,2002,Small,Tier 2,Supermarket Type1,6795.1548,22
NCR18,15.85,Low Fat,0.020603511,Household,42.7112,2007,Small,Tier 2,Supermarket Type1,639.168,17
NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,2004,Small,Tier 2,Supermarket Type1,3248.4382,20
FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,2007,Small,Tier 2,Supermarket Type1,7222.5984,17
DRJ51,14.1,Low Fat,0.087977262,Dairy,229.0668,2004,Small,Tier 2,Supermarket Type1,3225.1352,20
FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,2004,Small,Tier 2,Supermarket Type1,3755.112,20
FDY25,12.0,Low Fat,0.033946163,Canned,179.3976,1987,High,Tier 3,Supermarket Type1,3440.8544,37
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,2004,Small,Tier 2,Supermarket Type1,974.7312,20
FDL43,10.1,Low Fat,0.027106459,Meat,75.367,1999,Medium,Tier 1,Supermarket Type1,535.969,25
FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262.491,2007,Small,Tier 2,Supermarket Type1,5259.82,17
DRF15,13.442754010695188,Low Fat,0.058153409,Dairy,152.034,1985,Small,Tier 1,Grocery Store,306.268,39
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,2009,Medium,Tier 3,Supermarket Type2,1779.0176,15
FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,1999,Medium,Tier 1,Supermarket Type1,759.012,25
FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,1987,High,Tier 3,Supermarket Type1,1877.556,37
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,2002,Small,Tier 2,Supermarket Type1,3779.0808,22
FDQ04,12.870898876404494,Low Fat,0.148392623,Frozen Foods,41.5796,1985,Small,Tier 1,Grocery Store,41.2796,39
FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,2007,Small,Tier 2,Supermarket Type1,259.662,17
NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96.341,1987,High,Tier 3,Supermarket Type1,193.082,37
FDY03,17.6,Regular,0.076276208,Meat,110.9202,2002,Small,Tier 2,Supermarket Type1,1687.803,22
FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,2007,Small,Tier 2,Supermarket Type1,4655.9394,17
FDJ55,12.8,Regular,0.023511371,Meat,225.9404,1987,High,Tier 3,Supermarket Type1,4950.8888,37
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,2004,Small,Tier 2,Supermarket Type1,1418.154,20
FDG28,9.285,Regular,0.049559042,Frozen Foods,246.4144,2007,Small,Tier 2,Supermarket Type1,1225.072,17
FDY38,13.6,Regular,0.119418124,Dairy,231.03,2002,Small,Tier 2,Supermarket Type1,5359.69,22
FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,2002,Small,Tier 2,Supermarket Type1,1764.37,22
NCR54,16.35,Low Fat,0.090486828,Household,195.211,1987,High,Tier 3,Supermarket Type1,2553.343,37
FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,1987,High,Tier 3,Supermarket Type1,1006.6896,37
FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,1987,High,Tier 3,Supermarket Type1,1081.925,37
FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,2007,Small,Tier 2,Supermarket Type1,308.9312,17
FDM28,15.7,Low Fat,0.045166237,Frozen Foods,178.666,1987,High,Tier 3,Supermarket Type1,2516.724,37
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.831,1997,Small,Tier 1,Supermarket Type1,1428.141,27
FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,1987,High,Tier 3,Supermarket Type1,2093.2752,37
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,1987,High,Tier 3,Supermarket Type1,1929.4884,37
FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,2004,Small,Tier 2,Supermarket Type1,5829.7448,20
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,1997,Small,Tier 1,Supermarket Type1,2082.6224,27
FDH19,12.791437125748503,Low Fat,0.03292824,Meat,173.1738,1985,Medium,Tier 3,Supermarket Type3,7298.4996,39
FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,1987,High,Tier 3,Supermarket Type1,7452.9652,37
FDY03,17.6,Regular,0.076552407,Meat,110.5202,2007,Small,Tier 2,Supermarket Type1,450.0808,17
FDK21,7.905,Low Fat,0.016758569,Snack Foods,250.4408,1998,Small,Tier 3,Grocery Store,500.6816,26
FDZ10,12.999704684317718,Low Fat,0.044248175,Snack Foods,126.202,1985,Medium,Tier 3,Supermarket Type3,3668.558,39
FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,2009,Medium,Tier 3,Supermarket Type2,736.3748,15
NCZ18,7.825,Low Fat,0.186032678,Household,253.0698,2004,Small,Tier 2,Supermarket Type1,6088.0752,20
NCF07,13.375206117021275,Low Fat,0.031867464,Household,101.0016,1985,Medium,Tier 3,Supermarket Type3,2125.2336,39
DRE49,20.75,Low Fat,0.021370201,Soft Drinks,153.0024,2007,Small,Tier 2,Supermarket Type1,2277.036,17
FDJ08,13.22266369047619,Low Fat,0.193772568,Fruits and Vegetables,190.3846,1985,Small,Tier 1,Grocery Store,573.2538,39
FDT39,6.26,Regular,0.009866049,Meat,151.1366,2004,Small,Tier 2,Supermarket Type1,2267.049,20
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,1998,Small,Tier 3,Grocery Store,296.9468,26
NCD06,13.0,Low Fat,0.099729888,Household,46.306,2009,Medium,Tier 3,Supermarket Type2,559.272,15
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,2004,Small,Tier 2,Supermarket Type1,5559.43,20
NCT54,8.695,Low Fat,0.119721451,Household,95.5094,1999,Medium,Tier 1,Supermarket Type1,1237.7222,25
DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,2002,Small,Tier 2,Supermarket Type1,569.259,22
FDM25,12.717272727272727,Regular,0.060371962,Breakfast,174.0712,1985,Medium,Tier 3,Supermarket Type3,3866.9664,39
FDF20,12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,2002,Small,Tier 2,Supermarket Type1,1379.5376,22
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,2009,Medium,Tier 3,Supermarket Type2,1869.5664,15
FDV60,12.296461100569259,Regular,0.11679292,Baking Goods,196.211,1985,Medium,Tier 3,Supermarket Type3,5499.508,39
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,1999,Medium,Tier 1,Supermarket Type1,925.462,25
FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,2004,Small,Tier 2,Supermarket Type1,583.2408,20
NCM31,6.095,Low Fat,0.081196619,Others,141.4154,1997,Small,Tier 1,Supermarket Type1,1418.154,27
FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,2007,Small,Tier 2,Supermarket Type1,942.7728,17
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,1997,Small,Tier 1,Supermarket Type1,2364.9216,27
FDV13,12.33193820224719,Regular,0.02747716,Canned,87.9856,1985,Medium,Tier 3,Supermarket Type3,3251.7672,39
FDV20,13.22266369047619,Regular,0.104704537,Fruits and Vegetables,125.2678,1985,Small,Tier 1,Grocery Store,254.3356,39
NCQ54,17.7,Low Fat,0.012540003,Household,167.0474,2004,Small,Tier 2,Supermarket Type1,5895.659,20
FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,2009,Medium,Tier 3,Supermarket Type2,1134.5232,15
DRE60,9.395,Low Fat,0.159657596,Soft Drinks,224.972,2002,Small,Tier 2,Supermarket Type1,7696.648,22
DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,2007,Small,Tier 2,Supermarket Type1,2775.7202,17
FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,2002,Small,Tier 2,Supermarket Type1,5317.0788,22
FDR04,7.075,Low Fat,0.06101449825,Frozen Foods,98.0068,2009,Medium,Tier 3,Supermarket Type2,874.8612,15
FDX23,6.445,Low Fat,0.029691762,Baking Goods,92.6436,1997,Small,Tier 1,Supermarket Type1,1039.9796,27
FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,2004,Small,Tier 2,Supermarket Type1,3038.0454,20
FDD40,20.25,Regular,0.014790559,Dairy,193.6162,2004,Small,Tier 2,Supermarket Type1,3848.324,20
FDA01,15.0,Regular,0.054378253,Canned,59.1904,1997,Small,Tier 1,Supermarket Type1,527.3136,27
FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,1997,Small,Tier 1,Supermarket Type1,2390.8878,27
FDM50,12.33193820224719,Regular,0.029943463,Canned,60.222,1985,Medium,Tier 3,Supermarket Type3,1677.816,39
FDB29,16.7,Regular,0.052368061,Frozen Foods,112.7176,1987,High,Tier 3,Supermarket Type1,801.6232,37
FDF46,7.07,Low Fat,0.093861144,Snack Foods,115.5834,2002,Small,Tier 2,Supermarket Type1,1267.0174,22
FDA33,6.48,Low Fat,0.033968647,Snack Foods,148.0076,2002,Small,Tier 2,Supermarket Type1,886.8456,22
FDC08,19.0,Regular,0.173154079,Fruits and Vegetables,228.272,1998,Small,Tier 3,Grocery Store,452.744,26
FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,2002,Small,Tier 2,Supermarket Type1,3877.6192,22
FDY31,13.22266369047619,Low Fat,0.043351896,Fruits and Vegetables,146.6418,1985,Medium,Tier 3,Supermarket Type3,4414.254,39
DRQ35,11.409116022099449,Low Fat,0.042086652,Hard Drinks,122.4388,1985,Medium,Tier 3,Supermarket Type3,5448.9072,39
FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,1999,Medium,Tier 1,Supermarket Type1,4950.8888,25
DRD13,15.0,Low Fat,0.049357077,Soft Drinks,62.6168,2007,Small,Tier 2,Supermarket Type1,958.752,17
FDC52,11.15,Regular,0.008326735,Dairy,149.9708,2007,Small,Tier 2,Supermarket Type1,1956.1204,17
FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,1999,Medium,Tier 1,Supermarket Type1,2404.2038,25
NCK19,9.8,Low Fat,0.151420934,Others,194.3478,1998,Small,Tier 3,Grocery Store,387.4956,26
FDV51,16.35,Low Fat,0.032511818,Meat,165.0842,1987,High,Tier 3,Supermarket Type1,994.7052,37
FDZ35,9.6,Regular,0.022323658,Breads,101.299,2002,Small,Tier 2,Supermarket Type1,1754.383,22
NCW17,13.175058548009366,Low Fat,0.019292355,Health and Hygiene,129.9994,1985,Medium,Tier 3,Supermarket Type3,3340.9844,39
FDV59,13.35,Low Fat,0.048124443,Breads,216.7166,2002,Small,Tier 2,Supermarket Type1,3918.8988,22
DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,1987,High,Tier 3,Supermarket Type1,306.268,37
FDN60,12.296461100569259,Low Fat,0.094697274,Baking Goods,158.4604,1985,Medium,Tier 3,Supermarket Type3,4278.4308,39
FDU55,16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,2002,Small,Tier 2,Supermarket Type1,4425.5726,22
FDN58,12.999704684317718,Regular,0.056596985,Snack Foods,230.9984,1985,Medium,Tier 3,Supermarket Type3,9267.936,39
FDO01,12.717272727272727,Regular,0.020618324,Breakfast,129.3994,1985,Medium,Tier 3,Supermarket Type3,2055.9904,39
NCO43,5.5,Low Fat,0.04709821,Others,101.3016,1997,Small,Tier 1,Supermarket Type1,3339.6528,27
FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,2002,Small,Tier 2,Supermarket Type1,6410.3224,22
FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9046,2007,Small,Tier 2,Supermarket Type1,1992.0736,17
FDM01,7.895,Regular,0.095102092,Breakfast,104.4332,2007,Small,Tier 2,Supermarket Type1,2870.9296,17
FDY49,12.33193820224719,Regular,0.011953902,Canned,164.5184,1985,Medium,Tier 3,Supermarket Type3,2807.0128,39
FDR24,17.35,Regular,0.062799379,Baking Goods,88.183,1987,High,Tier 3,Supermarket Type1,539.298,37
NCY18,7.285,Low Fat,0.031125709,Household,174.3054,1987,High,Tier 3,Supermarket Type1,4377.635,37
NCY30,20.25,Low Fat,0.026005891,Household,180.9976,2002,Small,Tier 2,Supermarket Type1,2716.464,22
FDJ22,12.999704684317718,Low Fat,0.09246392,Snack Foods,190.9504,1985,Small,Tier 1,Grocery Store,383.5008,39
DRI37,15.85,Low Fat,0.107765165,Soft Drinks,59.5904,1999,Medium,Tier 1,Supermarket Type1,703.0848,25
FDL27,6.17,Low Fat,0.010647477,Meat,66.3826,1999,Medium,Tier 1,Supermarket Type1,1937.478,25
NCO30,19.5,Low Fat,0.015749341,Household,182.2608,1999,Medium,Tier 1,Supermarket Type1,3307.6944,25
NCB07,19.2,Low Fat,0.077628053,Household,197.611,1999,Medium,Tier 1,Supermarket Type1,3142.576,25
FDX25,16.7,Low Fat,0.06101449825,Canned,181.2292,2009,Medium,Tier 3,Supermarket Type2,2554.0088,15
FDP59,20.85,Regular,0.056695731,Breads,104.0648,2009,Medium,Tier 3,Supermarket Type2,1869.5664,15
FDR59,14.5,Regular,0.063993068,Breads,260.4594,2002,Small,Tier 2,Supermarket Type1,5494.8474,22
FDT27,11.395,Regular,0.069529262,Meat,233.1616,1987,High,Tier 3,Supermarket Type1,6093.4016,37
DRI01,7.97,Low Fat,0.034452949,Soft Drinks,174.0422,1997,Small,Tier 1,Supermarket Type1,2586.633,27
FDU09,7.71,Regular,0.06670068,Snack Foods,55.2956,1999,Medium,Tier 1,Supermarket Type1,1255.6988,25
FDH26,19.25,Regular,0.034699737,Canned,141.7496,1997,Small,Tier 1,Supermarket Type1,4093.3384,27
FDH27,7.075,Low Fat,0.058346939,Dairy,142.2128,1997,Small,Tier 1,Supermarket Type1,3163.8816,27
FDN39,12.791437125748503,Regular,0.065203103,Meat,166.0816,1985,Medium,Tier 3,Supermarket Type3,5033.448,39
FDH40,11.6,Regular,0.078929571,Frozen Foods,79.9276,1997,Small,Tier 1,Supermarket Type1,1137.1864,27
FDJ56,13.22266369047619,Low Fat,0.182514881,Fruits and Vegetables,98.77,1985,Medium,Tier 3,Supermarket Type3,2696.49,39
DRN47,12.1,Low Fat,0.016895293,Hard Drinks,178.566,2009,Medium,Tier 3,Supermarket Type2,898.83,15
NCO17,10.0,Low Fat,0.073379745,Health and Hygiene,118.244,1997,Small,Tier 1,Supermarket Type1,2756.412,27
FDX60,14.35,Low Fat,0.08075758,Baking Goods,81.896,2002,Small,Tier 2,Supermarket Type1,878.856,22
FDT22,10.395,Low Fat,0.112271498,Snack Foods,58.222,1999,Medium,Tier 1,Supermarket Type1,659.142,25
FDX26,13.442754010695188,Low Fat,0.153741385,Dairy,182.6292,1985,Small,Tier 1,Grocery Store,182.4292,39
FDG45,8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,1987,High,Tier 3,Supermarket Type1,3610.6334,37
FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,2004,Small,Tier 2,Supermarket Type1,5153.292,20
FDS15,9.195,Regular,0.078502143,Meat,108.7596,2007,Small,Tier 2,Supermarket Type1,2588.6304,17
FDL51,20.7,Regular,0.047684831,Dairy,212.5876,2009,Medium,Tier 3,Supermarket Type2,1286.3256,15
FDL32,15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,2007,Small,Tier 2,Supermarket Type1,1230.3984,17
FDZ07,13.22266369047619,Regular,0.05861472116898396,Fruits and Vegetables,60.2194,1985,Medium,Tier 3,Supermarket Type3,1733.7432,39
NCW53,13.175058548009366,Low Fat,0.053392944,Health and Hygiene,193.8162,1985,Small,Tier 1,Grocery Store,384.8324,39
NCA54,16.5,Low Fat,0.036715907,Household,180.0318,2002,Small,Tier 2,Supermarket Type1,3969.4996,22
FDX09,9.0,Low Fat,0.065236932,Snack Foods,176.437,2004,Small,Tier 2,Supermarket Type1,7763.228,20
FDO51,6.785,Regular,0.041947547,Meat,41.2112,1987,High,Tier 3,Supermarket Type1,809.6128,37
FDW49,19.5,Low Fat,0.082888496,Canned,178.6002,2009,Medium,Tier 3,Supermarket Type2,1253.7014,15
FDB27,7.575,Low Fat,0.055390121,Dairy,195.2768,1997,Small,Tier 1,Supermarket Type1,5715.2272,27
FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,1987,High,Tier 3,Supermarket Type1,1464.76,37
FDV02,16.75,Low Fat,0.060495243,Dairy,169.8106,1987,High,Tier 3,Supermarket Type1,3251.1014,37
FDY28,7.47,Regular,0.06072282399802762,Frozen Foods,214.3218,2004,Small,Tier 2,Supermarket Type1,4274.436,20
FDX31,13.22266369047619,Regular,0.014753811,Fruits and Vegetables,231.7958,1985,Medium,Tier 3,Supermarket Type3,5375.0034,39
FDR43,13.22266369047619,Low Fat,0.160707489,Fruits and Vegetables,38.019,1985,Medium,Tier 3,Supermarket Type3,1318.284,39
FDP51,13.85,Regular,0.085622362,Meat,119.4124,2009,Medium,Tier 3,Supermarket Type2,2251.7356,15
FDL52,6.635,Regular,0.046350909,Frozen Foods,37.4506,2007,Small,Tier 2,Supermarket Type1,1176.4686,17
FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,1997,Small,Tier 1,Supermarket Type1,3523.4136,27
FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.2198,2004,Small,Tier 2,Supermarket Type1,610.5386,20
FDC50,15.85,Low Fat,0.06072282399802762,Canned,96.4094,2004,Small,Tier 2,Supermarket Type1,1237.7222,20
FDT57,15.2,Low Fat,0.031860325,Snack Foods,235.1248,1998,Small,Tier 3,Grocery Store,474.0496,26
FDP22,12.999704684317718,Regular,0.05861472116898396,Snack Foods,52.6666,1985,Medium,Tier 3,Supermarket Type3,717.7324,39
DRE49,20.75,Low Fat,0.021250002,Soft Drinks,150.5024,1997,Small,Tier 1,Supermarket Type1,2580.6408,27
FDM40,10.195,Low Fat,0.159936948,Frozen Foods,143.2154,1997,Small,Tier 1,Supermarket Type1,2552.6772,27
FDY32,7.605,Low Fat,0.129503146,Fruits and Vegetables,164.021,2002,Small,Tier 2,Supermarket Type1,3914.904,22
FDW07,18.0,Regular,0.142688846,Fruits and Vegetables,88.5514,1997,Small,Tier 1,Supermarket Type1,796.9626,27
FDU02,13.442754010695188,Low Fat,0.179484411,Dairy,228.9352,1985,Small,Tier 1,Grocery Store,916.1408,39
NCF18,18.35,Low Fat,0.089163056,Household,191.3504,2002,Small,Tier 2,Supermarket Type1,3259.7568,22
FDQ56,6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,1999,Medium,Tier 1,Supermarket Type1,1677.816,25
FDN58,13.8,Regular,0.056960814,Snack Foods,230.0984,1999,Medium,Tier 1,Supermarket Type1,3707.1744,25
FDG35,21.2,Regular,0.00704098,Starchy Foods,173.5738,1997,Small,Tier 1,Supermarket Type1,2954.1546,27
FDY34,10.5,Regular,0.011026594,Snack Foods,166.4842,2009,Medium,Tier 3,Supermarket Type2,2652.5472,15
NCE19,8.97,Low Fat,0.093203257,Household,52.7956,2002,Small,Tier 2,Supermarket Type1,1037.3164,22
NCK31,13.818382352941176,Low Fat,0.026916794,Others,50.9666,1985,Medium,Tier 3,Supermarket Type3,717.7324,39
NCJ29,10.6,Low Fat,0.035264298,Health and Hygiene,86.1224,2002,Small,Tier 2,Supermarket Type1,426.112,22
FDT59,13.65,Low Fat,0.015908424,Breads,231.1668,2004,Small,Tier 2,Supermarket Type1,6911.004,20
NCX41,19.0,Low Fat,0.017719277,Health and Hygiene,211.0244,1997,Small,Tier 1,Supermarket Type1,3811.0392,27
FDU45,12.999704684317718,Regular,0.035334201,Snack Foods,115.3518,1985,Medium,Tier 3,Supermarket Type3,2277.036,39
FDW24,12.296461100569259,Low Fat,0.065652494,Baking Goods,48.9034,1985,Small,Tier 1,Grocery Store,48.6034,39
FDF22,6.865,Low Fat,0.056919038,Snack Foods,212.8218,1999,Medium,Tier 1,Supermarket Type1,5770.4886,25
FDM60,10.8,Regular,0.048143292,Baking Goods,40.2138,1997,Small,Tier 1,Supermarket Type1,690.4346,27
FDR02,16.7,Low Fat,0.022047313,Dairy,110.2886,1987,High,Tier 3,Supermarket Type1,1890.2062,37
DRP35,11.409116022099449,Low Fat,0.090427268,Hard Drinks,126.2336,1985,Medium,Tier 3,Supermarket Type3,3195.84,39
FDS48,15.15,Low Fat,0.027779254,Baking Goods,150.1708,1997,Small,Tier 1,Supermarket Type1,1504.708,27
NCZ42,10.5,Low Fat,0.08340055660489883,Household,238.3248,1998,Small,Tier 3,Grocery Store,711.0744,26
FDZ38,17.6,Low Fat,0.008033611,Dairy,174.2422,2009,Medium,Tier 3,Supermarket Type2,4311.055,15
FDH19,19.35,Low Fat,0.033088472,Meat,175.4738,1997,Small,Tier 1,Supermarket Type1,521.3214,27
NCB55,15.7,Low Fat,0.160663021,Household,59.4562,1997,Small,Tier 1,Supermarket Type1,829.5868,27
FDC15,18.1,Low Fat,0.178975721,Dairy,155.5288,2007,Small,Tier 2,Supermarket Type1,1571.288,17
FDF11,10.195,Regular,0.017627888,Starchy Foods,239.6538,2004,Small,Tier 2,Supermarket Type1,2403.538,20
FDW35,11.36758620689655,Low Fat,0.0194158,Breads,41.6454,1985,Small,Tier 1,Grocery Store,83.8908,39
FDB44,6.655,Low Fat,0.016993225,Fruits and Vegetables,211.0586,2002,Small,Tier 2,Supermarket Type1,844.2344,22
NCC06,19.0,Low Fat,0.027139013,Household,127.3336,2007,Small,Tier 2,Supermarket Type1,2940.1728,17
FDR04,7.075,Low Fat,0.03777249,Frozen Foods,98.0068,1998,Small,Tier 3,Grocery Store,291.6204,26
FDB17,13.15,Low Fat,0.036746479,Frozen Foods,181.2976,2002,Small,Tier 2,Supermarket Type1,3259.7568,22
FDW43,20.1,Regular,0.022460102,Fruits and Vegetables,226.8036,1999,Medium,Tier 1,Supermarket Type1,3415.554,25
FDA27,20.35,Regular,0.06101449825,Dairy,256.7672,2009,Medium,Tier 3,Supermarket Type2,5624.6784,15
NCU41,18.85,Low Fat,0.05213575,Health and Hygiene,190.1846,1999,Medium,Tier 1,Supermarket Type1,6687.961,25
FDY56,16.35,Regular,0.062508438,Fruits and Vegetables,227.1062,1999,Medium,Tier 1,Supermarket Type1,5642.655,25
FDV39,11.3,Low Fat,0.007309544,Meat,196.2426,2009,Medium,Tier 3,Supermarket Type2,4943.565,15
FDN32,17.5,Low Fat,0.015623754,Fruits and Vegetables,182.6266,2009,Medium,Tier 3,Supermarket Type2,3135.2522,15
FDW07,18.0,Regular,0.142978223,Fruits and Vegetables,87.4514,2002,Small,Tier 2,Supermarket Type1,796.9626,22
FDZ27,7.935,Low Fat,0.017191055,Dairy,51.535,2002,Small,Tier 2,Supermarket Type1,848.895,22
FDW23,12.296461100569259,Low Fat,0.143592939,Baking Goods,37.3164,1985,Small,Tier 1,Grocery Store,38.6164,39
FDU01,20.25,Regular,0.011995271,Canned,184.5924,1997,Small,Tier 1,Supermarket Type1,4997.4948,27
FDF10,15.5,Regular,0.15717236,Snack Foods,149.1418,1999,Medium,Tier 1,Supermarket Type1,588.5672,25
DRH03,13.442754010695188,Low Fat,0.061393095,Dairy,91.812,1985,Small,Tier 1,Grocery Store,372.848,39
DRI13,15.35,Low Fat,0.020310046,Soft Drinks,218.0508,1987,High,Tier 3,Supermarket Type1,3038.7112,37
NCR05,10.1,Low Fat,0.054630834,Health and Hygiene,200.2084,1997,Small,Tier 1,Supermarket Type1,1587.2672,27
FDB29,16.7,Regular,0.052517969,Frozen Foods,115.4176,2002,Small,Tier 2,Supermarket Type1,687.1056,22
FDL51,20.7,Regular,0.047565208,Dairy,213.4876,1999,Medium,Tier 1,Supermarket Type1,1929.4884,25
FDB11,16.0,Low Fat,0.060797393,Starchy Foods,223.8404,1987,High,Tier 3,Supermarket Type1,3600.6464,37
FDI35,14.0,Low Fat,0.041291169,Starchy Foods,180.7634,1997,Small,Tier 1,Supermarket Type1,2181.1608,27
FDX08,12.85,Low Fat,0.022604051,Fruits and Vegetables,181.4318,1997,Small,Tier 1,Supermarket Type1,3428.2042,27
